,id,timestamp,full_sq,life_sq,floor,max_floor,material,build_year,num_room,kitch_sq,state,sub_area,area_m,raion_popul,healthcare_centers_raion,university_top_20_raion,shopping_centers_raion,oil_chemistry_raion,nuclear_reactor_raion,full_all,young_all,work_all,ekder_all,kremlin_km,big_road1_km,railroad_km,zd_vokzaly_avto_km,metro_km_avto,metro_km_walk,radiation_km,price_doc
15383,15386,2014-02-25,39,25.0,2.0,5.0,2.0,1964.0,2.0,5.0,2.0,Taganskoe,8087656.379,116742,3,1,19,no,no,123280,14715,71253,30774,3.6433085239999996,1.295265336,1.032229471,3.297452635,1.358285004,1.000194463,1.151993839,1000000
11311,11314,2013-10-17,30,20.0,3.0,8.0,5.0,1960.0,1.0,4.0,2.0,Nagornoe,5293464.965,77878,3,0,2,no,no,115352,10600,49882,17396,9.426738196,0.181328278,0.36667653200000005,10.08918191,0.6690566,0.6690566,0.721130116,6800000
12570,12573,2013-11-27,72,50.0,4.0,4.0,2.0,1959.0,3.0,1.0,2.0,Shhukino,7963518.819,105663,3,0,7,no,yes,166803,14588,64875,26200,11.15335569,2.720623416,0.7498749809999999,9.773715602000001,0.753527079,0.753527079,1.0214021009999998,2000000
30104,30107,2015-06-03,38,19.0,8.0,17.0,1.0,1987.0,1.0,8.0,2.0,Teplyj Stan,8392316.21,130396,1,0,5,no,no,90114,15541,76776,38079,15.28903176,1.626414033,6.9449147589999995,15.76657066,0.85769329,0.940842961,0.506931125,7000000
9553,9556,2013-08-01,36,20.0,3.0,12.0,5.0,1968.0,1.0,9.0,2.0,Koptevo,4787424.272,96959,4,0,0,no,no,78810,13901,59120,23938,9.251135566,2.116140866,0.837371585,8.575409035,2.580128004,2.4445122130000003,3.35797661,5700000
25634,25637,2014-12-02,59,38.0,8.0,9.0,1.0,1971.0,3.0,6.0,2.0,Vostochnoe Degunino,3875439.354,94564,1,0,4,no,no,64931,13938,59008,21618,11.85139434,0.464973985,0.35182625700000003,8.37139648,0.8036405040000001,0.8036405040000001,0.922972183,5850000
29591,29594,2015-05-07,85,85.0,18.0,25.0,4.0,2016.0,3.0,1.0,1.0,Mitino,12583535.69,178473,1,0,11,no,no,21155,28563,120381,29529,18.7528432,1.74485586,1.6632749690000002,16.40081357,0.031808467,0.031808467,5.509276754,11780852
25076,25079,2014-11-21,37,20.0,9.0,9.0,2.0,1973.0,1.0,6.0,2.0,Bogorodskoe,8659075.461000001,104410,1,0,2,no,no,1452550,13897,59366,31147,8.124143395,3.6284840330000003,1.301698655,5.317846473,1.558243731,1.533720247,0.690605632,6070000
13592,13595,2014-01-09,74,50.0,7.0,10.0,2.0,1952.0,3.0,7.0,2.0,Danilovskoe,12495435.25,91100,3,0,11,no,no,102590,12370,54478,24252,5.0746793530000005,0.28140112100000003,0.296661774,6.312183365,0.670267116,0.47778611200000004,3.2427190039999996,13500000
14281,14284,2014-01-29,28,15.0,5.0,5.0,2.0,1966.0,1.0,5.0,2.0,Novogireevo,4395332.782,94561,2,0,5,no,no,72131,13523,56908,24130,10.97313401,1.892748518,0.905009635,11.70902807,1.322057319,1.322057319,0.308969221,4800000
21243,21246,2014-08-02,50,8.0,7.0,17.0,1.0,1984.0,2.0,8.0,2.0,Dmitrovskoe,7126815.285,87713,1,0,5,no,yes,100846,9604,61600,16509,15.64927903,1.440719602,0.593173564,12.12993005,3.354116968,3.047909105,1.8035053319999999,2000000
17933,17936,2014-04-28,85,51.0,5.0,14.0,2.0,1971.0,3.0,10.0,2.0,Fili Davydkovo,6982964.492000001,111374,2,0,5,no,no,89467,15500,65613,30261,10.24511737,1.043891638,0.20388064,8.780327264,0.610534173,0.610534173,0.369397241,23500000
18059,18062,2014-04-30,67,47.0,1.0,4.0,2.0,1950.0,3.0,8.0,2.0,Izmajlovo,15045565.2,102828,6,0,6,no,no,122862,10988,65499,26341,11.227769300000002,2.5079169219999997,0.015544366,9.881558027,0.795989415,0.588561926,0.7465784520000001,5500000
13529,13532,2013-12-30,20,12.0,9.0,9.0,2.0,1971.0,1.0,3.0,2.0,Bogorodskoe,8659075.461000001,104410,1,0,2,no,no,1452550,13897,59366,31147,8.022196983999999,3.555403998,1.122096275,5.05195975,1.292357008,1.267833524,0.744415624,2000000
14745,14748,2014-02-08,42,29.0,5.0,5.0,2.0,1960.0,2.0,5.0,2.0,Babushkinskoe,4934147.223999999,86206,1,0,3,no,no,55125,9734,52560,23912,12.30090638,0.75545746,0.270321317,8.221332902999999,1.798122657,1.653156607,1.327502727,6450000
27730,27733,2015-02-05,51,30.0,4.0,16.0,1.0,1980.0,2.0,8.0,2.0,Strogino,16751119.46,155427,1,0,10,no,no,156377,20003,97920,37504,14.79841501,0.630871338,3.051956965,19.02480817,1.6009741919999998,1.41830893,3.792764163,10300000
24640,24643,2014-11-12,45,30.0,5.0,5.0,1.0,1962.0,2.0,5.0,4.0,Prospekt Vernadskogo,4695913.353999999,61039,1,1,2,no,no,118843,7029,41554,12456,10.62361753,0.925474974,3.247472205,11.46368246,0.322388787,0.322388787,1.2283623909999999,990000
14847,14850,2014-02-11,51,36.0,2.0,5.0,2.0,1962.0,2.0,5.0,3.0,Shhukino,7963518.819,105663,3,0,7,no,yes,166803,14588,64875,26200,9.359296413,1.1476317059999999,0.19961696,8.483533646,1.178110756,1.178110756,2.500460619,10300000
16730,16733,2014-03-31,72,35.0,17.0,17.0,6.0,2000.0,3.0,12.0,3.0,Troickij okrug,16315230.22,39873,0,0,0,no,no,143661,6363,24009,9501,35.20229108,1.023176433,13.54041722,37.46105663,19.98427007,19.98427007,18.907611199999998,6700000
11764,11767,2013-11-01,57,54.0,19.0,19.0,6.0,2015.0,2.0,10.0,1.0,Mitino,12583535.69,178473,1,0,11,no,no,21155,28563,120381,29529,18.7528432,1.74485586,1.6632749690000002,16.40081357,0.031808467,0.031808467,5.509276754,8383079
10209,10212,2013-08-31,53,32.0,10.0,14.0,1.0,2008.0,2.0,9.0,3.0,Juzhnoe Butovo,26155137.04,178264,1,0,4,no,no,102618,30808,121369,26087,26.94301606,0.31060969899999996,1.0377913840000001,26.5759025,8.15047151,6.85321989,8.039837577,1000000
30213,30216,2015-06-09,117,66.0,1.0,2.0,6.0,2015.0,4.0,1.0,1.0,Tverskoe,7307410.574,75377,3,2,23,no,no,116742,11272,43921,20184,0.072896553,4.081282581,2.566044379,4.060429824,1.036567808,1.121589009,0.890000675,7872108
13426,13429,2013-12-25,45,27.0,4.0,12.0,1.0,1968.0,2.0,6.0,2.0,Zjuzino,5391434.257,123000,0,2,2,no,no,76670,14317,78835,29848,10.80182753,0.94201644,1.09701538,11.19912454,0.48742860200000004,0.6600959820000001,0.146372878,7400000
29432,29435,2015-04-27,50,34.0,9.0,9.0,1.0,1973.0,3.0,5.0,2.0,Gol'janovo,14286990.83,157010,3,0,5,no,no,12327,16831,98260,41919,15.19676835,0.37581752799999996,3.0086894589999997,13.10067839,3.2043470060000003,3.1962015810000004,3.2007370689999997,7500000
17731,17734,2014-04-22,53,30.0,7.0,12.0,1.0,1982.0,2.0,8.0,2.0,Bibirevo,6407578.1,155572,1,0,16,no,no,86206,21154,98207,36211,15.44491086,0.608515923,0.5918667670000001,15.79471415,2.900488418,2.167706037,2.793493998,7800000
12634,12637,2013-11-29,30,19.0,1.0,5.0,2.0,1960.0,1.0,5.0,2.0,Tekstil'shhiki,4808269.831,101708,1,0,0,no,no,101982,13028,63388,25292,8.690039674,0.536607215,0.37723497899999997,8.858877997,0.956329804,0.7642931359999999,0.913802463,4800000
17422,17425,2014-04-15,32,18.0,5.0,9.0,1.0,1967.0,1.0,6.0,2.0,Kon'kovo,7811375.433999999,153248,3,0,11,no,no,123000,16468,100062,36718,12.03599178,1.628101854,5.821504226,12.95430981,1.308716915,1.2574183559999998,0.748614167,6500000
8721,8724,2013-06-26,57,35.0,4.0,5.0,2.0,1959.0,2.0,7.0,2.0,Mar'ina Roshha,4684027.803,65972,3,0,7,no,no,26943,7150,43472,15350,4.66052606,0.38812519700000003,0.415859111,1.60860428,0.96919697,0.96919697,3.2345150019999998,8700000
9457,9460,2013-07-25,46,20.0,1.0,5.0,2.0,1957.0,1.0,8.0,2.0,Shhukino,7963518.819,105663,3,0,7,no,yes,166803,14588,64875,26200,9.20049024,1.866914729,1.1736702970000001,8.577821211,0.9545362709999999,0.76046936,1.710199066,3000000
23122,23125,2014-09-30,42,27.0,1.0,9.0,1.0,1974.0,2.0,6.0,2.0,Bibirevo,6407578.1,155572,1,0,16,no,no,86206,21154,98207,36211,15.37010339,1.165285115,1.34070958,14.33160705,1.532924709,1.532924709,1.3962568169999998,6900000
14442,14445,2014-02-01,53,29.0,11.0,14.0,1.0,2001.0,2.0,11.0,3.0,Juzhnoe Butovo,26155137.04,178264,1,0,4,no,no,102618,30808,121369,26087,23.02079129,3.7025215080000002,0.664562173,25.90549315,0.859305688,0.859305688,4.876301744,7800000
19077,19080,2014-05-29,78,78.0,5.0,9.0,1.0,0.0,2.0,0.0,1.0,Zapadnoe Degunino,7632939.805,78810,0,0,5,no,no,87713,11996,51138,15676,15.86904434,0.57643715,0.064325275,14.77844235,2.159295482,2.162658516,0.71814572,5384665
28737,28740,2015-03-31,56,34.0,2.0,5.0,2.0,1958.0,2.0,8.0,2.0,Presnenskoe,11638050.15,123280,2,1,5,no,no,57999,14906,75357,33017,5.632518461,0.550293652,0.26865538,7.565893533,1.07603326,0.962125747,1.3452676000000001,9750000
17530,17533,2014-04-17,51,20.0,18.0,24.0,6.0,2005.0,1.0,11.0,4.0,Hovrino,5264733.751,80791,0,0,1,no,no,81887,11356,47628,21807,15.22636582,1.26535917,0.820980655,12.3837156,1.449367022,1.005189991,1.163687455,10700000
27657,27660,2015-02-02,75,46.0,16.0,17.0,1.0,1991.0,3.0,10.0,2.0,Mitino,12583535.69,178473,1,0,11,no,no,21155,28563,120381,29529,17.46599151,0.74286892,0.601364899,15.46523278,1.039633258,0.9582786259999999,4.222159355,2000000
17550,17553,2014-04-17,59,33.0,2.0,16.0,1.0,1982.0,2.0,10.0,2.0,Obruchevskoe,6050064.566000001,78616,2,1,4,no,no,83844,9414,51445,17757,12.58901859,0.100184951,4.2713710339999995,13.08930612,1.544421326,1.433378552,0.23981574,10200000
24235,24238,2014-10-31,57,57.0,15.0,1.0,1.0,2014.0,2.0,1.0,1.0,Poselenie Sosenskoe,66772450.69,9553,0,0,0,no,no,13890,1370,6127,2056,22.56765524,1.4440976630000002,3.852319982,24.61318839,5.801570545,5.801570545,5.368975411,6063200
15644,15647,2014-03-03,44,30.0,2.0,5.0,5.0,1961.0,2.0,5.0,3.0,Kotlovka,3998216.265,64317,0,0,3,no,no,153248,8284,41476,14557,8.826793508,1.8606800980000002,1.8672410169999998,10.791524800000001,1.459707827,1.458251398,2.18750145,6500000
29104,29107,2015-04-14,41,21.0,4.0,12.0,1.0,1990.0,1.0,8.0,2.0,Nagatino-Sadovniki,7750777.821,76284,2,0,10,no,no,76156,10168,46080,20036,8.672599614,1.72075597,0.9381395440000001,8.510330449,1.456324621,0.97299734,2.286518633,7400000
18285,18288,2014-05-08,52,30.0,11.0,14.0,1.0,1991.0,2.0,8.0,3.0,Severnoe Butovo,8889466.752,90114,2,0,8,no,no,78616,10562,65270,14282,19.25932568,0.464717055,2.310526789,20.81063537,1.252683169,1.212993195,2.540183502,7850000
19980,19983,2014-06-23,45,28.0,6.0,9.0,1.0,1968.0,2.0,6.0,3.0,Severnoe Tushino,9249237.174,156377,3,0,5,no,no,53786,22961,93843,39573,16.17570076,1.9983997169999999,1.607892574,15.69154298,1.1170905979999999,1.1170905979999999,2.887050854,7600000
23868,23871,2014-10-23,70,70.0,7.0,7.0,1.0,2014.0,2.0,1.0,1.0,Poselenie Vnukovskoe,25536296.81,4001,0,0,1,no,no,17790,574,2566,861,25.02885405,1.724120532,1.5200181519999998,25.55421786,8.076809259,8.038429025,13.010854,8911583
10158,10161,2013-08-29,52,30.0,9.0,14.0,1.0,2006.0,2.0,9.0,3.0,Severnoe Izmajlovo,4190070.548,85083,0,0,4,no,no,139322,11746,49742,23595,11.59865209,3.4783790289999996,1.394789492,8.830776125,1.7640377680000001,1.7633815119999998,1.3603502280000002,10000000
29089,29092,2015-04-13,36,20.0,10.0,12.0,5.0,1970.0,1.0,10.0,2.0,Shhukino,7963518.819,105663,3,0,7,no,yes,166803,14588,64875,26200,8.950258611,1.986522635,0.890235197,8.210105293,0.586820353,0.40978904,1.9982460130000002,6850000
25672,25675,2014-12-02,56,37.0,2.0,9.0,1.0,1977.0,3.0,6.0,3.0,Severnoe Butovo,8889466.752,90114,2,0,8,no,no,78616,10562,65270,14282,20.72286263,0.897534885,0.992509338,21.03247395,0.8227408340000001,0.8227408340000001,2.899472201,7700000
17140,17143,2014-04-08,57,57.0,14.0,17.0,6.0,2015.0,2.0,1.0,1.0,Mitino,12583535.69,178473,1,0,11,no,no,21155,28563,120381,29529,18.7528432,1.74485586,1.6632749690000002,16.40081357,0.031808467,0.031808467,5.509276754,9782246
11418,11421,2013-10-22,28,15.0,5.0,5.0,2.0,1964.0,1.0,5.0,3.0,Bogorodskoe,8659075.461000001,104410,1,0,2,no,no,1452550,13897,59366,31147,8.995754205,4.462016388,1.230114741,6.633152421,1.212981701,1.121414247,0.437051184,4600000
13651,13654,2014-01-13,71,43.0,9.0,14.0,1.0,1992.0,3.0,9.0,2.0,Krjukovo,10842309.74,85219,2,0,4,no,no,221709,12194,58114,14911,38.55448607,5.164524107,1.209605305,39.96375145,22.6989882,22.33135068,23.28138727,8800000
29624,29627,2015-05-08,38,19.0,8.0,15.0,2.0,1989.0,1.0,11.0,2.0,Rjazanskij,6377883.078,101982,0,0,0,no,no,83369,12842,62215,26925,10.26848297,2.174804426,0.47709795,10.17565889,2.079365782,1.471776694,2.0753428830000002,7000000
19735,19738,2014-06-17,53,30.0,7.0,12.0,1.0,1975.0,2.0,8.0,3.0,Chertanovo Juzhnoe,9282438.657,143661,3,0,9,no,no,112221,17830,93309,32522,16.64555973,0.077755013,0.967786735,15.984698800000002,0.700650142,0.700650142,2.683966154,7600000
17755,17758,2014-04-23,30,18.0,6.0,9.0,2.0,1970.0,1.0,5.0,2.0,Ivanovskoe,10207215.1,122862,1,0,1,no,no,157010,12919,77612,32331,13.34828239,0.44060255200000004,1.073122103,13.27647466,1.995582531,1.9987864119999998,2.348765612,4900000
17574,17577,2014-04-18,38,20.0,15.0,22.0,1.0,1996.0,1.0,10.0,2.0,Mar'ino,11754772.16,247469,5,0,15,no,no,165727,40692,161290,45487,14.31464768,3.2168105860000002,2.7026326289999996,16.09027334,1.73873251,1.73873251,2.1598028030000003,6100000
10969,10972,2013-10-03,34,22.0,1.0,9.0,2.0,1964.0,2.0,6.0,2.0,Filevskij Park,9629358.472000001,89467,3,0,6,no,no,112804,8294,65115,16058,7.218797247,1.356014604,0.194610896,5.766421235,0.296648079,0.296648079,0.366573386,5500000
17660,17663,2014-04-21,37,0.0,17.0,17.0,1.0,2014.0,1.0,0.0,3.0,Izmajlovo,15045565.2,102828,6,0,6,no,no,122862,10988,65499,26341,8.353569614,1.9693769369999998,0.24364348600000002,6.931118226000001,0.724718448,0.724718448,1.858250369,3712661
12194,12197,2013-11-15,31,17.0,4.0,5.0,5.0,1959.0,1.0,0.0,3.0,Fili Davydkovo,6982964.492000001,111374,2,0,5,no,no,89467,15500,65613,30261,8.30332826,0.70606604,0.248642119,6.684896247,0.484528554,0.42366715899999996,0.425129902,6000000
23544,23547,2014-10-14,50,34.0,2.0,9.0,1.0,1971.0,3.0,5.0,3.0,Mar'ina Roshha,4684027.803,65972,3,0,7,no,no,26943,7150,43472,15350,5.245058158,1.0070523009999999,0.16254575300000002,3.6543810860000003,1.2887323640000001,0.8516771959999999,3.186124922,9500000
28067,28070,2015-02-25,82,50.0,1.0,16.0,1.0,1978.0,4.0,11.0,2.0,Losinoostrovskoe,5361326.947,80917,1,0,1,no,no,79576,9111,49063,22743,15.05219905,1.2282004020000001,1.098557189,11.46388209,2.229877882,2.229877882,1.183236355,6000000
20869,20872,2014-07-15,33,18.0,1.0,9.0,1.0,1972.0,1.0,6.0,3.0,Akademicheskoe,5704502.19,106445,4,0,1,no,yes,1362363,12074,68518,25853,7.415237736,1.381655134,1.868730447,7.694501866,0.131575105,0.131575105,0.8421693140000001,5250000
29442,29445,2015-04-28,53,30.0,2.0,6.0,2.0,1956.0,1.0,10.0,3.0,Horoshevskoe,8568431.188,56535,3,0,10,no,no,80791,9054,34328,13153,6.900227424,1.1486660770000001,0.56459637,5.737202014,0.292370903,0.292370903,2.8051332810000003,4000000
29905,29908,2015-05-25,45,27.0,3.0,5.0,2.0,1960.0,2.0,6.0,3.0,Kuz'minki,7984443.568,142243,1,0,5,no,no,31167,16405,93811,32027,9.978171833,0.6685575539999999,1.5676780719999999,10.17889734,1.19422035,1.069869345,0.9215632840000001,2500000
19222,19225,2014-06-02,50,28.0,2.0,16.0,1.0,1990.0,2.0,12.0,2.0,Juzhnoe Tushino,7887684.174,104434,0,0,1,no,no,105663,12906,65729,25799,15.40896101,2.289518115,0.442187134,14.67396903,0.9973345690000001,0.97105235,2.254826037,10000000
24784,24787,2014-11-15,45,28.0,1.0,9.0,1.0,1971.0,2.0,5.0,2.0,Veshnjaki,10518366.87,118945,2,0,4,no,no,104410,11729,74032,33184,13.43645698,0.41740429,1.435332633,15.18587496,2.371002345,1.720625839,2.5939412809999998,2000000
27104,27107,2014-12-24,36,20.0,10.0,12.0,5.0,1968.0,1.0,9.0,2.0,Novogireevo,4395332.782,94561,2,0,5,no,no,72131,13523,56908,24130,11.97081655,1.7175026690000001,1.10024898,12.19440466,0.405615173,0.405615173,1.002256821,6800000
14642,14645,2014-02-06,64,30.0,24.0,24.0,1.0,2007.0,1.0,11.0,1.0,Kosino-Uhtomskoe,14883622.34,72131,1,0,0,no,no,102828,13954,49242,8935,17.57703742,3.5521678569999997,3.2130867289999996,22.67907372,1.7133601269999998,1.7133601269999998,2.333255992,1000000
25289,25292,2014-11-25,37,19.0,6.0,10.0,1.0,2004.0,1.0,7.0,3.0,Kosino-Uhtomskoe,14883622.34,72131,1,0,0,no,no,102828,13954,49242,8935,17.4501413,3.0414058010000002,2.689833329,23.13598274,1.4346546530000002,1.4346546530000002,1.829706211,5700000
27932,27935,2015-02-16,60,43.0,2.0,9.0,1.0,1975.0,3.0,6.0,2.0,Otradnoe,10053051.74,175518,1,0,9,no,no,61396,21400,112133,41985,12.10268862,3.5478943989999996,1.4513280869999998,11.60566241,1.135916678,1.135916678,2.6764469180000003,9250000
18594,18597,2014-05-19,64,36.0,4.0,24.0,4.0,2014.0,2.0,1.0,1.0,Poselenie Voskresenskoe,21494094.8,7122,0,0,0,no,no,9553,1021,4568,1533,26.96046256,2.7226674589999997,4.476081182,37.43677217,6.038847546,5.713316176,9.434350866,6550950
22209,22212,2014-09-04,60,43.0,4.0,12.0,1.0,1972.0,3.0,6.0,2.0,Birjulevo Vostochnoe,14795571.25,145088,2,0,3,no,no,1716730,21130,93008,30950,17.3575707,2.437056195,0.517347895,17.86009467,4.021128438,3.7985453510000005,1.72701519,7500000
14043,14046,2014-01-23,51,34.0,6.0,9.0,1.0,1978.0,3.0,6.0,3.0,Jasenevo,24813850.39,174831,1,0,7,no,no,178264,23483,105171,46177,16.38067501,1.961282714,4.225880892,18.82879809,0.550554226,0.550554226,1.836649421,8500000
14970,14973,2014-02-13,53,53.0,4.0,1.0,6.0,2014.0,1.0,1.0,1.0,Poselenie Vnukovskoe,25536296.81,4001,0,0,1,no,no,17790,574,2566,861,25.02885405,1.724120532,1.5200181519999998,25.55421786,8.076809259,8.038429025,13.010854,5836596
24434,24437,2014-11-07,33,18.0,3.0,9.0,1.0,1968.0,1.0,6.0,2.0,Kon'kovo,7811375.433999999,153248,3,0,11,no,no,123000,16468,100062,36718,13.89853663,2.539322573,6.505481421,14.79894974,0.40731531299999996,0.40731531299999996,0.530347102,7200000
16460,16463,2014-03-25,40,20.0,21.0,21.0,6.0,2014.0,1.0,10.0,1.0,Strogino,16751119.46,155427,1,0,10,no,no,156377,20003,97920,37504,14.11836337,1.056195323,3.7100851180000003,14.04444766,1.831082637,1.7911927269999999,3.29989611,8420000
29581,29584,2015-05-07,39,18.0,7.0,17.0,1.0,2013.0,1.0,7.0,3.0,Nekrasovka,11391678.48,19940,0,0,0,no,no,247469,3459,13331,3150,20.22917049,3.919164841,3.508018673,25.52320545,1.548011486,0.831235368,3.9976691539999996,4316500
27618,27621,2015-01-30,59,38.0,7.0,9.0,1.0,1975.0,3.0,8.0,4.0,Orehovo-Borisovo Severnoe,7462269.562999999,129207,0,0,4,no,no,77878,10079,83861,35267,16.10110729,2.504602089,2.088025574,16.95464603,0.7295418459999999,0.7295418459999999,2.205380581,11270000
17039,17042,2014-04-05,37,37.0,3.0,17.0,1.0,0.0,1.0,0.0,1.0,Poselenie Vnukovskoe,25536296.81,4001,0,0,1,no,no,17790,574,2566,861,22.2224338,2.959485178,1.686871253,26.054343499999998,2.0771153140000003,2.0771153140000003,9.417805549,4566412
27110,27113,2014-12-24,73,45.0,3.0,17.0,1.0,1987.0,3.0,10.0,3.0,Novokosino,3707575.212,103746,1,0,4,no,no,94561,11940,73158,18648,15.56377999,1.806585279,1.370090354,19.25238981,0.7080834640000001,0.7080834640000001,3.978369387,11500000
25447,25450,2014-11-28,54,28.0,11.0,21.0,4.0,2007.0,2.0,9.0,3.0,Obruchevskoe,6050064.566000001,78616,2,1,4,no,no,83844,9414,51445,17757,11.68368131,0.31193105,4.5002419819999995,12.76074055,2.001975489,2.001975489,0.36668173200000004,14000000
26542,26545,2014-12-16,42,29.0,1.0,9.0,2.0,1968.0,2.0,5.0,2.0,Nagatino-Sadovniki,7750777.821,76284,2,0,10,no,no,76156,10168,46080,20036,7.807912303999999,1.758431286,0.7058230040000001,8.310999629,1.6494348319999999,1.6816228359999998,2.824340049,7350000
15163,15166,2014-02-18,53,30.0,13.0,14.0,1.0,1984.0,2.0,8.0,3.0,Mar'ino,11754772.16,247469,5,0,15,no,no,165727,40692,161290,45487,12.32616687,5.708795394,0.36380179,16.61065617,2.96032101,2.836507969,1.03919714,7700000
25053,25056,2014-11-21,61,56.0,6.0,25.0,6.0,2016.0,2.0,11.0,1.0,Mitino,12583535.69,178473,1,0,11,no,no,21155,28563,120381,29529,18.20669035,1.331231745,1.141170803,15.97189131,0.617664322,0.617664322,4.976837202,10563934
25967,25970,2014-12-08,72,51.0,5.0,5.0,2.0,1958.0,3.0,7.0,2.0,Ramenki,18800000.1,125111,5,1,5,no,no,61039,16928,79011,29172,6.380115967,1.642786615,0.959380624,4.73112898,2.740208472,2.4767155180000002,1.633284601,13800000
17254,17257,2014-04-11,45,32.0,9.0,9.0,2.0,1967.0,2.0,5.0,2.0,Gol'janovo,14286990.83,157010,3,0,5,no,no,12327,16831,98260,41919,13.2277609,2.19526664,0.8640419559999999,11.22376735,1.282879719,1.282879719,0.957618272,6300000
27853,27856,2015-02-11,38,19.0,4.0,14.0,1.0,2007.0,1.0,7.0,2.0,Hovrino,5264733.751,80791,0,0,1,no,no,81887,11356,47628,21807,15.01059889,1.286863652,1.165888938,14.54459025,1.8705276240000002,1.252231085,1.158514235,5500000
11486,11489,2013-10-23,64,43.0,12.0,12.0,1.0,1972.0,3.0,7.0,3.0,Chertanovo Severnoe,6206098.885,111874,0,0,11,no,no,125354,13326,73503,25045,12.96798164,0.236104772,0.635583385,12.47337335,1.092213087,1.092213087,1.430577815,8780000
18100,18103,2014-05-05,58,37.0,3.0,9.0,1.0,1971.0,3.0,5.0,2.0,Veshnjaki,10518366.87,118945,2,0,4,no,no,104410,11729,74032,33184,12.82799797,0.9159071940000001,0.8514475140000001,14.10942217,2.15633517,2.15633517,2.113583591,8000000
12521,12524,2013-11-26,54,32.0,13.0,17.0,1.0,1990.0,2.0,9.0,2.0,Mar'ino,11754772.16,247469,5,0,15,no,no,165727,40692,161290,45487,13.05273574,4.6581244889999995,1.5374699319999998,14.55748391,1.10991561,0.804809357,1.797692663,2000000
20931,20934,2014-07-17,13,9.0,4.0,5.0,2.0,1962.0,1.0,1.0,2.0,Horoshevo-Mnevniki,18036436.51,166803,2,0,3,no,no,155427,24814,100601,41388,9.852651316000001,0.728439067,2.387002019,12.14673974,3.246657429,3.219860917,0.90951092,3650000
18599,18602,2014-05-19,60,44.0,2.0,9.0,1.0,1967.0,3.0,6.0,2.0,Severnoe Tushino,9249237.174,156377,3,0,5,no,no,53786,22961,93843,39573,15.78530526,1.589921344,1.615629143,15.12877957,1.073236668,0.53293778,2.354466435,8400000
29359,29362,2015-04-23,66,66.0,3.0,9.0,1.0,2015.0,2.0,1.0,3.0,Sviblovo,4441296.195,60315,1,0,5,no,no,37502,7706,40289,12320,11.017875199999999,2.1974115530000002,0.861644854,7.885349913,1.189131401,1.189131401,3.5488459039999998,10098000
8686,8689,2013-06-25,78,43.0,1.0,17.0,1.0,1985.0,3.0,10.0,2.0,Juzhnoe Tushino,7887684.174,104434,0,0,1,no,no,105663,12906,65729,25799,16.42694045,1.303094245,1.058141437,15.77074883,2.409342125,2.376437923,3.1109488460000003,10500000
27137,27140,2014-12-25,37,19.0,10.0,17.0,1.0,2002.0,1.0,7.0,2.0,Zapadnoe Degunino,7632939.805,78810,0,0,5,no,no,87713,11996,51138,15676,14.73765193,1.879714265,0.604490186,12.07421168,3.2983986069999998,2.992190745,1.9539111,6600000
30328,30331,2015-06-19,57,38.0,15.0,24.0,6.0,2017.0,2.0,10.0,1.0,Nagatinskij Zaton,9589336.912,115352,1,0,3,no,no,76284,15727,70194,29431,8.532480293999999,3.11983962,1.664799141,12.46472266,2.36530039,2.2893514280000002,1.9390560140000002,9401663
20985,20988,2014-07-21,86,50.0,15.0,16.0,1.0,2002.0,3.0,10.0,3.0,Mar'ino,11754772.16,247469,5,0,15,no,no,165727,40692,161290,45487,14.15360745,3.2373796539999997,2.204429777,16.4952429,2.7791597,2.643600029,1.897666642,12500000
28964,28967,2015-04-08,82,43.0,3.0,11.0,1.0,2013.0,3.0,9.0,1.0,Krjukovo,10842309.74,85219,2,0,4,no,no,221709,12194,58114,14911,35.84935759,5.000642937,0.70743814,36.96419549,19.69943224,18.27020747,20.54032733,8260000
18134,18137,2014-05-05,77,44.0,4.0,17.0,2.0,2011.0,3.0,13.0,3.0,Poselenie Shherbinka,7878765.472999999,32241,0,0,1,no,no,39873,4207,20445,7589,27.44017657,0.36817896,0.348280684,31.20912975,5.703621899,5.703621899,8.700422276,1794980
13924,13927,2014-01-20,28,17.0,4.0,9.0,1.0,1972.0,1.0,5.0,2.0,Akademicheskoe,5704502.19,106445,4,0,1,no,yes,1362363,12074,68518,25853,6.692525866,1.572321815,0.49999413600000003,6.4503353720000005,0.9375886170000001,0.9375886170000001,1.191046414,1200000
11349,11352,2013-10-18,58,44.0,5.0,5.0,5.0,1963.0,3.0,5.0,3.0,Cheremushki,5467178.308999999,102618,3,0,6,no,no,130396,12524,65782,24312,10.6765251,3.305922563,3.469297147,13.26767266,2.590591368,2.358607524,1.0780176259999998,7850000
24840,24843,2014-11-17,39,20.0,22.0,22.0,1.0,1997.0,1.0,10.0,2.0,Lianozovo,5646405.14,79576,3,0,3,no,no,68630,10019,51295,18262,15.68347603,1.5583281230000001,1.231772415,13.51735871,0.8528816459999999,0.271408004,0.6291643020000001,6400000
14283,14286,2014-01-29,80,80.0,4.0,10.0,1.0,2015.0,3.0,1.0,1.0,Mitino,12583535.69,178473,1,0,11,no,no,21155,28563,120381,29529,17.71852563,1.0215664290000002,0.682914791,15.60102044,0.69589344,0.69589344,4.505787726,11516680
